time[sec],omega_t_b(X)[rad/s],omega_t_b(Y)[rad/s],omega_t_b(Z)[rad/s],q_t_i2b(0)[-],q_t_i2b(1)[-],q_t_i2b(2)[-],q_t_i2b(3)[-],torque_t_b(X)[Nm],torque_t_b(Y)[Nm],torque_t_b(Z)[Nm],h_total[Nms],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],lat[rad],lon[rad],alt[m],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
66.5,0.000126255,-0.000361618,0.000123738,0.00210335,-0.00601159,0.0020519,0.999978,1.8822e-07,-5.43874e-07,1.8792e-07,4.02515e-05,867621,-1.14111e+06,7.08695e+06,-7348.68,406.44,963.259,-7334.84,440.804,1049.75,1.37236,1.24744,872889,-867621,1.14111e+06,-7.08695e+06,7348.68,-406.44,-963.259,-948164,1.11504e+06,-7.08078e+06,7334.84,-440.804,-1049.75,-5.23773e+10,-1.26514e+11,-5.48521e+10,35672,-10001,-5122.77,-5.3549e+10,-1.26525e+11,-5.36831e+10,35566.7,-10169.5,-5508.61,0.00181993,-0.00166717,0.00286055,
67,0.000127196,-0.000364337,0.000124678,0.00213503,-0.00610234,0.00208295,0.999977,1.8818e-07,-5.43876e-07,1.8796e-07,4.05543e-05,863947,-1.14091e+06,7.08743e+06,-7349.13,407.039,959.53,-7335.11,441.911,1047.33,1.3727,1.24544,872891,-863947,1.14091e+06,-7.08743e+06,7349.13,-407.039,-959.53,-945713,1.11443e+06,-7.08121e+06,7335.11,-441.911,-1047.33,-5.23773e+10,-1.26514e+11,-5.48521e+10,35672.5,-10001.6,-5119.04,-5.35666e+10,-1.26525e+11,-5.36654e+10,35565.6,-10172.7,-5510.7,0.00123736,-0.00325474,0.00263958,
67.5,0.000128137,-0.000367056,0.000125617,0.00216695,-0.00619376,0.00211423,0.999976,1.88141e-07,-5.43878e-07,1.88e-07,4.0857e-05,860272,-1.14071e+06,7.08791e+06,-7349.58,407.638,955.802,-7335.39,443.021,1044.92,1.37303,1.24344,872893,-860272,1.14071e+06,-7.08791e+06,7349.58,-407.638,-955.802,-943270,1.11382e+06,-7.08163e+06,7335.39,-443.021,-1044.92,-5.23773e+10,-1.26514e+11,-5.48521e+10,35672.9,-10002.2,-5115.31,-5.35843e+10,-1.26525e+11,-5.36475e+10,35564.4,-10175.8,-5512.82,0.000411226,-0.000660066,0.00223479,
68,0.000129078,-0.000369776,0.000126558,0.0021991,-0.00628586,0.00214575,0.999976,1.88101e-07,-5.4388e-07,1.8804e-07,4.11597e-05,856597,-1.1405e+06,7.08839e+06,-7350.03,408.236,952.073,-7335.67,444.135,1042.51,1.37336,1.24144,872895,-856597,1.1405e+06,-7.08839e+06,7350.03,-408.236,-952.073,-940837,1.1132e+06,-7.08205e+06,7335.67,-444.135,-1042.51,-5.23773e+10,-1.26514e+11,-5.48521e+10,35673.4,-10002.8,-5111.58,-5.36022e+10,-1.26526e+11,-5.36295e+10,35563.3,-10179,-5514.99,0.00302649,-0.00179887,0.00132118,
68.5,0.000130018,-0.000372495,0.000127498,0.00223148,-0.00637864,0.00217751,0.999975,1.88061e-07,-5.43882e-07,1.8808e-07,4.14624e-05,852922,-1.1403e+06,7.08887e+06,-7350.48,408.834,948.344,-7335.94,445.252,1040.12,1.37369,1.23942,872897,-852922,1.1403e+06,-7.08887e+06,7350.48,-408.834,-948.344,-938412,1.11258e+06,-7.08247e+06,7335.94,-445.252,-1040.12,-5.23773e+10,-1.26514e+11,-5.48521e+10,35673.8,-10003.4,-5107.85,-5.36201e+10,-1.26526e+11,-5.36113e+10,35562.1,-10182.2,-5517.21,0.00267317,-0.000667837,0.00182171,
69,0.000130958,-0.000375214,0.000128438,0.0022641,-0.00647211,0.0022095,0.999974,1.8802e-07,-5.43884e-07,1.88121e-07,4.17651e-05,849247,-1.14009e+06,7.08934e+06,-7350.93,409.433,944.615,-7336.21,446.373,1037.74,1.37403,1.2374,872899,-849247,1.14009e+06,-7.08934e+06,7350.93,-409.433,-944.615,-935997,1.11195e+06,-7.08288e+06,7336.21,-446.373,-1037.74,-5.23772e+10,-1.26514e+11,-5.48521e+10,35674.3,-10004,-5104.12,-5.36382e+10,-1.26526e+11,-5.35931e+10,35560.9,-10185.4,-5519.46,0.00213202,-0.00241853,0.00158527,
69.5,0.000131898,-0.000377934,0.000129379,0.00229696,-0.00656625,0.00224172,0.999973,1.87979e-07,-5.43886e-07,1.88161e-07,4.20678e-05,845571,-1.13989e+06,7.08981e+06,-7351.37,410.031,940.886,-7336.47,447.497,1035.36,1.37436,1.23537,872901,-845571,1.13989e+06,-7.08981e+06,7351.37,-410.031,-940.886,-933591,1.11132e+06,-7.0833e+06,7336.47,-447.497,-1035.36,-5.23772e+10,-1.26514e+11,-5.48521e+10,35674.7,-10004.5,-5100.39,-5.36565e+10,-1.26526e+11,-5.35746e+10,35559.7,-10188.6,-5521.76,0.00118887,-0.00231954,0.002505,
70,0.000132838,-0.000380653,0.00013032,0.00233005,-0.00666107,0.00227419,0.999973,1.87937e-07,-5.43888e-07,1.88202e-07,4.23705e-05,841895,-1.13968e+06,7.09028e+06,-7351.81,410.629,937.156,-7336.74,448.625,1033,1.37469,1.23334,872902,-841895,1.13968e+06,-7.09028e+06,7351.81,-410.629,-937.156,-931194,1.11069e+06,-7.08371e+06,7336.74,-448.625,-1033,-5.23772e+10,-1.26514e+11,-5.48522e+10,35675.1,-10005.1,-5096.66,-5.36748e+10,-1.26526e+11,-5.35561e+10,35558.5,-10191.9,-5524.1,0.000125048,-0.000878257,0.0031584,
70.5,0.000133778,-0.000383373,0.000131261,0.00236337,-0.00675657,0.00230688,0.999972,1.87895e-07,-5.4389e-07,1.88243e-07,4.26732e-05,838219,-1.13948e+06,7.09075e+06,-7352.26,411.227,933.426,-7337,449.756,1030.64,1.37502,1.2313,872904,-838219,1.13948e+06,-7.09075e+06,7352.26,-411.227,-933.426,-928806,1.11005e+06,-7.08412e+06,7337,-449.756,-1030.64,-5.23772e+10,-1.26514e+11,-5.48522e+10,35675.6,-10005.7,-5092.93,-5.36933e+10,-1.26526e+11,-5.35374e+10,35557.2,-10195.2,-5526.49,0.00177845,-0.00260843,0.00394095,
71,0.000134717,-0.000386092,0.000132202,0.00239693,-0.00685275,0.00233981,0.999971,1.87853e-07,-5.43891e-07,1.88285e-07,4.2976e-05,834543,-1.13927e+06,7.09121e+06,-7352.69,411.825,929.696,-7337.26,450.891,1028.3,1.37534,1.22925,872906,-834543,1.13927e+06,-7.09121e+06,7352.69,-411.825,-929.696,-926427,1.10941e+06,-7.08454e+06,7337.26,-450.891,-1028.3,-5.23772e+10,-1.26514e+11,-5.48522e+10,35676,-10006.3,-5089.2,-5.37119e+10,-1.26526e+11,-5.35186e+10,35556,-10198.5,-5528.92,0.00156201,4.86142e-06,0.00142669,
71.5,0.000135656,-0.000388812,0.000133144,0.00243073,-0.00694961,0.00237298,0.99997,1.87811e-07,-5.43893e-07,1.88326e-07,4.32787e-05,830867,-1.13907e+06,7.09168e+06,-7353.13,412.422,925.966,-7337.51,452.029,1025.96,1.37567,1.2272,872908,-830867,1.13907e+06,-7.09168e+06,7353.13,-412.422,-925.966,-924057,1.10877e+06,-7.08494e+06,7337.51,-452.029,-1025.96,-5.23771e+10,-1.26514e+11,-5.48522e+10,35676.5,-10006.9,-5085.47,-5.37307e+10,-1.26526e+11,-5.34996e+10,35554.7,-10201.8,-5531.39,-0.00012607,-0.00172513,0.000846274,
72,0.000136595,-0.000391531,0.000134085,0.00246476,-0.00704715,0.00240638,0.999969,1.87767e-07,-5.43895e-07,1.88368e-07,4.35814e-05,827190,-1.13886e+06,7.09214e+06,-7353.57,413.02,922.235,-7337.77,453.17,1023.64,1.376,1.22514,872910,-827190,1.13886e+06,-7.09214e+06,7353.57,-413.02,-922.235,-921697,1.10812e+06,-7.08535e+06,7337.77,-453.17,-1023.64,-5.23771e+10,-1.26514e+11,-5.48522e+10,35676.9,-10007.5,-5081.74,-5.37495e+10,-1.26526e+11,-5.34805e+10,35553.4,-10205.1,-5533.9,0.000440118,-0.00101938,0.00180317,
72.5,0.000137534,-0.000394251,0.000135027,0.00249902,-0.00714537,0.00244002,0.999968,1.87724e-07,-5.43897e-07,1.8841e-07,4.38841e-05,823513,-1.13865e+06,7.0926e+06,-7354,413.618,918.505,-7338.02,454.315,1021.32,1.37632,1.22307,872911,-823513,1.13865e+06,-7.0926e+06,7354,-413.618,-918.505,-919345,1.10747e+06,-7.08576e+06,7338.02,-454.315,-1021.32,-5.23771e+10,-1.26514e+11,-5.48522e+10,35677.3,-10008.1,-5078,-5.37685e+10,-1.26526e+11,-5.34613e+10,35552.2,-10208.5,-5536.46,0.00166463,-0.000614893,0.00296444,
73,0.000138473,-0.00039697,0.00013597,0.00253352,-0.00724427,0.00247389,0.999967,1.8768e-07,-5.43899e-07,1.88452e-07,4.41868e-05,819836,-1.13845e+06,7.09306e+06,-7354.43,414.215,914.773,-7338.27,455.464,1019.01,1.37665,1.221,872913,-819836,1.13845e+06,-7.09306e+06,7354.43,-414.215,-914.773,-917003,1.10682e+06,-7.08616e+06,7338.27,-455.464,-1019.01,-5.23771e+10,-1.26514e+11,-5.48522e+10,35677.8,-10008.7,-5074.27,-5.37876e+10,-1.26526e+11,-5.3442e+10,35550.9,-10211.8,-5539.06,0.00231788,-0.00180681,0.000173538,
73.5,0.000139411,-0.00039969,0.000136912,0.00256826,-0.00734385,0.002508,0.999967,1.87636e-07,-5.43901e-07,1.88494e-07,4.44896e-05,816159,-1.13824e+06,7.09351e+06,-7354.86,414.812,911.042,-7338.52,456.616,1016.71,1.37697,1.21892,872915,-816159,1.13824e+06,-7.09351e+06,7354.86,-414.812,-911.042,-914669,1.10616e+06,-7.08657e+06,7338.52,-456.616,-1016.71,-5.23771e+10,-1.26514e+11,-5.48522e+10,35678.2,-10009.3,-5070.54,-5.38069e+10,-1.26526e+11,-5.34224e+10,35549.5,-10215.2,-5541.7,0.000756375,-0.00170921,0.00112499,
74,0.000140349,-0.000402409,0.000137854,0.00260322,-0.00744411,0.00254234,0.999966,1.87591e-07,-5.43903e-07,1.88537e-07,4.47923e-05,812481,-1.13803e+06,7.09397e+06,-7355.29,415.409,907.31,-7338.76,457.771,1014.43,1.3773,1.21683,872917,-812481,1.13803e+06,-7.09397e+06,7355.29,-415.409,-907.31,-912345,1.1055e+06,-7.08697e+06,7338.76,-457.771,-1014.43,-5.23771e+10,-1.26514e+11,-5.48522e+10,35678.6,-10009.9,-5066.81,-5.38263e+10,-1.26526e+11,-5.34028e+10,35548.2,-10218.6,-5544.38,-5.34701e-05,0.000282252,0.00184392,
74.5,0.000141287,-0.000405129,0.000138797,0.00263843,-0.00754505,0.00257692,0.999965,1.87546e-07,-5.43905e-07,1.8858e-07,4.5095e-05,808803,-1.13782e+06,7.09442e+06,-7355.71,416.007,903.579,-7339,458.93,1012.15,1.37762,1.21474,872919,-808803,1.13782e+06,-7.09442e+06,7355.71,-416.007,-903.579,-910030,1.10484e+06,-7.08737e+06,7339,-458.93,-1012.15,-5.2377e+10,-1.26514e+11,-5.48522e+10,35679.1,-10010.5,-5063.07,-5.38458e+10,-1.26526e+11,-5.3383e+10,35546.9,-10222,-5547.11,0.000543914,-0.000409238,0.00122295,
75,0.000142224,-0.000407848,0.00013974,0.00267386,-0.00764667,0.00261174,0.999964,1.87501e-07,-5.43907e-07,1.88622e-07,4.53977e-05,805125,-1.13762e+06,7.09487e+06,-7356.14,416.604,899.847,-7339.24,460.092,1009.88,1.37794,1.21264,872920,-805125,1.13762e+06,-7.09487e+06,7356.14,-416.604,-899.847,-907724,1.10417e+06,-7.08777e+06,7339.24,-460.092,-1009.88,-5.2377e+10,-1.26514e+11,-5.48522e+10,35679.5,-10011.1,-5059.34,-5.38654e+10,-1.26526e+11,-5.33631e+10,35545.5,-10225.5,-5549.88,-0.000461065,-0.00305645,0.00134224,
75.5,0.000143162,-0.000410568,0.000140683,0.00270953,-0.00774897,0.00264679,0.999963,1.87455e-07,-5.43909e-07,1.88665e-07,4.57004e-05,801447,-1.13741e+06,7.09532e+06,-7356.56,417.2,896.114,-7339.48,461.258,1007.62,1.37826,1.21053,872922,-801447,1.13741e+06,-7.09532e+06,7356.56,-417.2,-896.114,-905427,1.10349e+06,-7.08817e+06,7339.48,-461.258,-1007.62,-5.2377e+10,-1.26514e+11,-5.48522e+10,35679.9,-10011.7,-5055.61,-5.38852e+10,-1.26526e+11,-5.33431e+10,35544.1,-10229,-5552.7,0.00245189,-0.00214992,0.00154608,
76,0.000144099,-0.000413287,0.000141627,0.00274544,-0.00785195,0.00268208,0.999962,1.87409e-07,-5.43911e-07,1.88709e-07,4.60032e-05,797769,-1.1372e+06,7.09577e+06,-7356.98,417.797,892.382,-7339.71,462.427,1005.37,1.37858,1.20841,872924,-797769,1.1372e+06,-7.09577e+06,7356.98,-417.797,-892.382,-903140,1.10282e+06,-7.08856e+06,7339.71,-462.427,-1005.37,-5.2377e+10,-1.26514e+11,-5.48522e+10,35680.3,-10012.3,-5051.87,-5.39051e+10,-1.26526e+11,-5.33229e+10,35542.7,-10232.4,-5555.55,0.00229075,-0.000772118,0.00173035,
76.5,0.000145036,-0.000416007,0.00014257,0.00278158,-0.0079556,0.0027176,0.999961,1.87362e-07,-5.43913e-07,1.88752e-07,4.63059e-05,794090,-1.13699e+06,7.09621e+06,-7357.39,418.394,888.649,-7339.95,463.599,1003.13,1.3789,1.20629,872926,-794090,1.13699e+06,-7.09621e+06,7357.39,-418.394,-888.649,-900861,1.10214e+06,-7.08896e+06,7339.95,-463.599,-1003.13,-5.2377e+10,-1.26514e+11,-5.48522e+10,35680.7,-10012.9,-5048.14,-5.39251e+10,-1.26526e+11,-5.33026e+10,35541.3,-10235.9,-5558.45,0.00292799,-0.00150976,0.0014326,
77,0.000145973,-0.000418726,0.000143514,0.00281795,-0.00805994,0.00275336,0.99996,1.87315e-07,-5.43915e-07,1.88796e-07,4.66086e-05,790411,-1.13678e+06,7.09666e+06,-7357.81,418.99,884.916,-7340.18,464.775,1000.9,1.37922,1.20416,872927,-790411,1.13678e+06,-7.09666e+06,7357.81,-418.99,-884.916,-898592,1.10145e+06,-7.08935e+06,7340.18,-464.775,-1000.9,-5.2377e+10,-1.26514e+11,-5.48522e+10,35681.2,-10013.5,-5044.41,-5.39453e+10,-1.26526e+11,-5.32821e+10,35539.9,-10239.5,-5561.39,0.00103954,-0.00270019,0.000514876,
77.5,0.000146909,-0.000421446,0.000144458,0.00285456,-0.00816496,0.00278935,0.999959,1.87268e-07,-5.43918e-07,1.8884e-07,4.69113e-05,786732,-1.13657e+06,7.0971e+06,-7358.22,419.587,881.183,-7340.4,465.954,998.674,1.37954,1.20203,872929,-786732,1.13657e+06,-7.0971e+06,7358.22,-419.587,-881.183,-896331,1.10077e+06,-7.08974e+06,7340.4,-465.954,-998.674,-5.23769e+10,-1.26514e+11,-5.48522e+10,35681.6,-10014.1,-5040.67,-5.39656e+10,-1.26526e+11,-5.32615e+10,35538.5,-10243,-5564.38,0.00231824,0.000113679,0.00223203,
78,0.000147845,-0.000424166,0.000145403,0.0028914,-0.00827066,0.00282558,0.999958,1.8722e-07,-5.4392e-07,1.88883e-07,4.7214e-05,783053,-1.13636e+06,7.09754e+06,-7358.64,420.183,877.449,-7340.63,467.137,996.461,1.37986,1.19989,872931,-783053,1.13636e+06,-7.09754e+06,7358.64,-420.183,-877.449,-894080,1.10008e+06,-7.09013e+06,7340.63,-467.137,-996.461,-5.23769e+10,-1.26514e+11,-5.48522e+10,35682,-10014.7,-5036.94,-5.3986e+10,-1.26526e+11,-5.32408e+10,35537,-10246.6,-5567.4,0.00283612,-0.000791637,0.00305821,
78.5,0.000148781,-0.000426885,0.000146347,0.00292848,-0.00837703,0.00286205,0.999957,1.87172e-07,-5.43922e-07,1.88928e-07,4.75168e-05,779374,-1.13615e+06,7.09798e+06,-7359.05,420.779,873.716,-7340.85,468.323,994.259,1.38017,1.19774,872932,-779374,1.13615e+06,-7.09798e+06,7359.05,-420.779,-873.716,-891838,1.09938e+06,-7.09052e+06,7340.85,-468.323,-994.259,-5.23769e+10,-1.26514e+11,-5.48522e+10,35682.4,-10015.2,-5033.2,-5.40065e+10,-1.26526e+11,-5.32199e+10,35535.6,-10250.1,-5570.47,-0.000387199,-0.00178184,0.0031079,
79,0.000149717,-0.000429605,0.000147292,0.00296579,-0.00848409,0.00289875,0.999955,1.87123e-07,-5.43924e-07,1.88972e-07,4.78195e-05,775694,-1.13594e+06,7.09841e+06,-7359.45,421.375,869.982,-7341.07,469.513,992.066,1.38049,1.19558,872934,-775694,1.13594e+06,-7.09841e+06,7359.45,-421.375,-869.982,-889605,1.09868e+06,-7.09091e+06,7341.07,-469.513,-992.066,-5.23769e+10,-1.26514e+11,-5.48522e+10,35682.8,-10015.8,-5029.47,-5.40272e+10,-1.26527e+11,-5.31989e+10,35534.1,-10253.7,-5573.59,0.0027569,-0.0012592,0.00367864,
79.5,0.000150653,-0.000432324,0.000148237,0.00300333,-0.00859183,0.00293569,0.999954,1.87074e-07,-5.43926e-07,1.89016e-07,4.81222e-05,772014,-1.13573e+06,7.09885e+06,-7359.86,421.971,866.248,-7341.29,470.706,989.882,1.3808,1.19342,872936,-772014,1.13573e+06,-7.09885e+06,7359.86,-421.971,-866.248,-887381,1.09798e+06,-7.0913e+06,7341.29,-470.706,-989.882,-5.23769e+10,-1.26514e+11,-5.48522e+10,35683.2,-10016.4,-5025.73,-5.4048e+10,-1.26527e+11,-5.31778e+10,35532.6,-10257.4,-5576.74,-0.000494343,-0.000547602,0.00297506,
80,0.000151588,-0.000435044,0.000149182,0.00304111,-0.00870025,0.00297286,0.999953,1.87024e-07,-5.43928e-07,1.89061e-07,4.84249e-05,768334,-1.13552e+06,7.09928e+06,-7360.26,422.567,862.513,-7341.51,471.903,987.708,1.38112,1.19125,872938,-768334,1.13552e+06,-7.09928e+06,7360.26,-422.567,-862.513,-885167,1.09728e+06,-7.09168e+06,7341.51,-471.903,-987.708,-5.23768e+10,-1.26515e+11,-5.48522e+10,35683.6,-10017,-5022,-5.40689e+10,-1.26527e+11,-5.31565e+10,35531.1,-10261,-5579.94,-0.00018839,-0.00100139,0.0027616,
80.5,0.000152523,-0.000437764,0.000150127,0.00307912,-0.00880934,0.00301027,0.999952,1.86974e-07,-5.4393e-07,1.89106e-07,4.87277e-05,764654,-1.13531e+06,7.09971e+06,-7360.67,423.163,858.779,-7341.72,473.102,985.544,1.38143,1.18907,872939,-764654,1.13531e+06,-7.09971e+06,7360.67,-423.163,-858.779,-882961,1.09657e+06,-7.09207e+06,7341.72,-473.102,-985.544,-5.23768e+10,-1.26515e+11,-5.48522e+10,35684,-10017.6,-5018.26,-5.40899e+10,-1.26527e+11,-5.31351e+10,35529.6,-10264.6,-5583.18,0.001344,-0.000592917,0.00252627,
81,0.000153458,-0.000440483,0.000151073,0.00311736,-0.00891912,0.00304792,0.999951,1.86924e-07,-5.43932e-07,1.89151e-07,4.90304e-05,760974,-1.1351e+06,7.10014e+06,-7361.07,423.759,855.044,-7341.93,474.306,983.389,1.38174,1.18689,872941,-760974,1.1351e+06,-7.10014e+06,7361.07,-423.759,-855.044,-880765,1.09585e+06,-7.09245e+06,7341.93,-474.306,-983.389,-5.23768e+10,-1.26515e+11,-5.48522e+10,35684.4,-10018.2,-5014.52,-5.41111e+10,-1.26527e+11,-5.31135e+10,35528,-10268.3,-5586.46,0.000469111,-0.00153621,0.00307482,
81.5,0.000154392,-0.000443203,0.000152019,0.00315584,-0.00902957,0.00308581,0.999949,1.86873e-07,-5.43934e-07,1.89196e-07,4.93331e-05,757293,-1.13488e+06,7.10056e+06,-7361.46,424.354,851.309,-7342.14,475.512,981.243,1.38205,1.1847,872943,-757293,1.13488e+06,-7.10056e+06,7361.46,-424.354,-851.309,-878578,1.09514e+06,-7.09283e+06,7342.14,-475.512,-981.243,-5.23768e+10,-1.26515e+11,-5.48522e+10,35684.8,-10018.8,-5010.79,-5.41324e+10,-1.26527e+11,-5.30918e+10,35526.5,-10272,-5589.79,0.000823165,-0.00087402,0.00173431,
82,0.000155327,-0.000445923,0.000152965,0.00319455,-0.00914071,0.00312392,0.999948,1.86822e-07,-5.43936e-07,1.89241e-07,4.96358e-05,753612,-1.13467e+06,7.10099e+06,-7361.86,424.95,847.574,-7342.35,476.722,979.107,1.38237,1.1825,872944,-753612,1.13467e+06,-7.10099e+06,7361.86,-424.95,-847.574,-876400,1.09442e+06,-7.09321e+06,7342.35,-476.722,-979.107,-5.23768e+10,-1.26515e+11,-5.48522e+10,35685.2,-10019.4,-5007.05,-5.41538e+10,-1.26526e+11,-5.307e+10,35524.9,-10275.7,-5593.16,0.00106011,-0.00144753,0.000726379,
82.5,0.000156261,-0.000448642,0.000153911,0.0032335,-0.00925253,0.00316228,0.999947,1.8677e-07,-5.43939e-07,1.89286e-07,4.99386e-05,749931,-1.13446e+06,7.10141e+06,-7362.26,425.545,843.838,-7342.55,477.936,976.981,1.38267,1.1803,872946,-749931,1.13446e+06,-7.10141e+06,7362.26,-425.545,-843.838,-874231,1.09369e+06,-7.09359e+06,7342.55,-477.936,-976.981,-5.23768e+10,-1.26515e+11,-5.48522e+10,35685.6,-10020,-5003.32,-5.41754e+10,-1.26526e+11,-5.3048e+10,35523.3,-10279.5,-5596.57,0.000906651,0.00055952,0.000646411,
83,0.000157194,-0.000451362,0.000154858,0.00327268,-0.00936502,0.00320087,0.999946,1.86718e-07,-5.43941e-07,1.89332e-07,5.02413e-05,746250,-1.13425e+06,7.10183e+06,-7362.65,426.14,840.103,-7342.75,479.153,974.864,1.38298,1.17808,872948,-746250,1.13425e+06,-7.10183e+06,7362.65,-426.14,-840.103,-872072,1.09297e+06,-7.09396e+06,7342.75,-479.153,-974.864,-5.23767e+10,-1.26515e+11,-5.48522e+10,35686,-10020.6,-4999.58,-5.41971e+10,-1.26526e+11,-5.30259e+10,35521.7,-10283.2,-5600.03,0.00118384,-0.00160345,0.001728,
83.5,0.000158128,-0.000454082,0.000155804,0.00331209,-0.0094782,0.0032397,0.999944,1.86665e-07,-5.43943e-07,1.89378e-07,5.0544e-05,742568,-1.13403e+06,7.10225e+06,-7363.04,426.735,836.367,-7342.95,480.373,972.756,1.38329,1.17587,872949,-742568,1.13403e+06,-7.10225e+06,7363.04,-426.735,-836.367,-869921,1.09223e+06,-7.09434e+06,7342.95,-480.373,-972.756,-5.23767e+10,-1.26515e+11,-5.48522e+10,35686.4,-10021.2,-4995.84,-5.42189e+10,-1.26526e+11,-5.30037e+10,35520.1,-10287,-5603.52,0.00211456,-0.00116567,0.00184074,
84,0.000159061,-0.000456802,0.000156751,0.00335173,-0.00959205,0.00327877,0.999943,1.86612e-07,-5.43945e-07,1.89424e-07,5.08467e-05,738887,-1.13382e+06,7.10267e+06,-7363.43,427.33,832.631,-7343.15,481.597,970.658,1.3836,1.17364,872951,-738887,1.13382e+06,-7.10267e+06,7363.43,-427.33,-832.631,-867780,1.0915e+06,-7.09472e+06,7343.15,-481.597,-970.658,-5.23767e+10,-1.26515e+11,-5.48522e+10,35686.8,-10021.8,-4992.1,-5.42408e+10,-1.26526e+11,-5.29813e+10,35518.5,-10290.8,-5607.06,-0.000650248,0.000103439,0.00266748,
84.5,0.000159994,-0.000459521,0.000157699,0.00339161,-0.00970659,0.00331807,0.999942,1.86559e-07,-5.43947e-07,1.8947e-07,5.11495e-05,735205,-1.13361e+06,7.10308e+06,-7363.81,427.925,828.894,-7343.34,482.824,968.57,1.3839,1.17141,872952,-735205,1.13361e+06,-7.10308e+06,7363.81,-427.925,-828.894,-865648,1.09076e+06,-7.09509e+06,7343.34,-482.824,-968.57,-5.23767e+10,-1.26515e+11,-5.48522e+10,35687.2,-10022.4,-4988.37,-5.42629e+10,-1.26526e+11,-5.29588e+10,35516.9,-10294.6,-5610.64,0.00166206,-0.00260847,0.00050556,
85,0.000160927,-0.000462241,0.000158646,0.00343172,-0.0098218,0.00335761,0.99994,1.86505e-07,-5.43949e-07,1.89516e-07,5.14522e-05,731523,-1.13339e+06,7.1035e+06,-7364.2,428.52,825.158,-7343.54,484.054,966.491,1.38421,1.16917,872954,-731523,1.13339e+06,-7.1035e+06,7364.2,-428.52,-825.158,-863525,1.09002e+06,-7.09546e+06,7343.54,-484.054,-966.491,-5.23767e+10,-1.26515e+11,-5.48522e+10,35687.6,-10023,-4984.63,-5.42851e+10,-1.26526e+11,-5.29361e+10,35515.2,-10298.4,-5614.27,0.000124225,-0.00255769,0.000880328,
85.5,0.000161859,-0.000464961,0.000159594,0.00347207,-0.0099377,0.00339739,0.999939,1.8645e-07,-5.43952e-07,1.89562e-07,5.17549e-05,727841,-1.13318e+06,7.10391e+06,-7364.58,429.114,821.421,-7343.73,485.288,964.422,1.38451,1.16692,872956,-727841,1.13318e+06,-7.10391e+06,7364.58,-429.114,-821.421,-861411,1.08927e+06,-7.09583e+06,7343.73,-485.288,-964.422,-5.23766e+10,-1.26515e+11,-5.48522e+10,35687.9,-10023.5,-4980.89,-5.43074e+10,-1.26526e+11,-5.29133e+10,35513.6,-10302.3,-5617.94,0.00177091,-0.00117543,0.000512956,
86,0.000162791,-0.00046768,0.000160542,0.00351264,-0.0100543,0.0034374,0.999937,1.86396e-07,-5.43954e-07,1.89609e-07,5.20576e-05,724158,-1.13296e+06,7.10432e+06,-7364.96,429.709,817.684,-7343.91,486.525,962.362,1.38482,1.16466,872957,-724158,1.13296e+06,-7.10432e+06,7364.96,-429.709,-817.684,-859306,1.08852e+06,-7.0962e+06,7343.91,-486.525,-962.362,-5.23766e+10,-1.26515e+11,-5.48522e+10,35688.3,-10024.1,-4977.15,-5.43298e+10,-1.26526e+11,-5.28904e+10,35511.9,-10306.1,-5621.65,0.00185872,-0.000469918,0.00168666,
86.5,0.000163723,-0.0004704,0.00016149,0.00355345,-0.0101715,0.00347765,0.999936,1.8634e-07,-5.43956e-07,1.89655e-07,5.23604e-05,720476,-1.13275e+06,7.10473e+06,-7365.34,430.303,813.947,-7344.1,487.766,960.311,1.38512,1.1624,872959,-720476,1.13275e+06,-7.10473e+06,7365.34,-430.303,-813.947,-857211,1.08777e+06,-7.09657e+06,7344.1,-487.766,-960.311,-5.23766e+10,-1.26515e+11,-5.48522e+10,35688.7,-10024.7,-4973.41,-5.43524e+10,-1.26526e+11,-5.28673e+10,35510.2,-10310,-5625.4,0.00290226,-0.00130269,0.00221146,
